KP,Location,D_o,h,sigma_y,t_corr,f_tol,E,v,f_0
5929,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5930,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5931,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5932,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5933,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5934,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5935,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5936,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5937,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5938,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5939,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5940,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5941,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5942,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5943,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5944,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5945,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5946,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5947,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5948,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5949,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5950,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5951,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5952,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5953,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5954,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5955,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5956,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5957,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5958,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5959,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5960,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5961,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5962,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5963,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5964,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5965,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5966,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5967,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5968,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5969,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5970,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5971,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5972,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5973,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5974,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5975,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5976,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5977,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5978,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5979,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5980,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5981,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5982,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5983,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5984,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5985,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5986,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5987,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5988,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5989,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5990,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5991,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5992,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5993,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5994,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5995,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5996,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5997,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5998,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5999,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6000,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6001,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6002,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6003,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6004,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6005,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6006,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6007,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6008,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6009,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6010,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6011,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6012,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6013,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6014,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6015,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6016,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6017,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6018,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6019,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6020,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6021,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6022,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6023,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6024,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6025,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6026,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6027,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6028,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6029,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6030,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6031,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6032,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6033,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6034,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6035,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6036,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6037,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6038,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6039,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6040,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6041,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6042,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6043,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6044,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6045,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6046,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6047,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6048,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6049,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6050,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6051,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6052,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6053,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6054,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6055,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6056,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6057,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6058,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6059,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6060,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6061,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6062,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6063,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6064,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6065,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6066,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6067,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6068,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6069,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6070,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6071,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6072,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6073,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6074,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6075,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6076,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6077,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6078,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6079,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6080,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6081,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6082,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6083,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6084,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6085,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6086,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6087,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6088,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6089,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6090,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6091,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6092,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6093,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6094,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6095,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6096,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6097,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6098,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6099,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6100,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6101,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6102,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6103,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6104,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6105,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6106,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6107,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6108,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6109,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6110,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6111,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6112,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6113,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6114,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6115,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6116,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6117,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6118,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6119,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6120,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6121,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6122,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6123,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6124,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6125,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6126,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6127,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6128,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6129,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6130,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6131,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6132,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6133,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6134,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6135,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6136,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6137,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6138,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6139,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6140,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6141,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6142,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6143,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6144,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6145,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6146,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6147,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6148,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6149,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6150,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6151,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6152,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6153,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6154,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6155,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6156,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6157,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6158,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6159,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6160,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6161,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6162,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6163,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6164,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6165,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6166,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6167,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6168,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6169,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6170,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6171,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6172,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6173,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6174,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6175,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6176,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6177,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6178,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6179,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6180,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6181,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6182,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6183,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6184,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6185,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6186,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6187,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6188,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6189,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6190,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6191,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6192,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6193,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6194,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6195,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6196,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6197,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6198,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6199,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6200,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6201,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6202,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6203,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6204,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6205,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6206,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6207,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6208,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6209,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6210,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6211,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6212,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6213,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6214,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6215,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6216,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6217,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6218,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6219,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6220,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6221,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6222,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6223,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6224,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6225,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6226,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6227,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6228,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6229,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6230,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6231,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6232,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6233,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6234,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6235,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6236,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6237,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6238,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6239,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6240,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6241,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6242,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6243,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6244,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6245,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6246,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6247,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6248,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6249,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6250,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6251,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
6252,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
